pdbid,sample_size,preset,avg_abag_dockq,avg_ranking_confidence,avg_min_pmidockq,avg_TM_normalized_reference
8ysh,24,all,0.9411999999999999,0.9314,0.9381999999999999,0.9349999999999998
8ysh,25,all,0.9419999999999998,0.9322,0.938,0.9365999999999997
8ysh,26,all,0.941,0.9316,0.9375999999999998,0.9357999999999999
8ysh,27,all,0.943,0.9321999999999998,0.9376000000000001,0.9363999999999999
8ysh,28,all,0.9428000000000002,0.9336,0.9396000000000001,0.9365999999999999
8ysh,29,all,0.943,0.9323999999999999,0.9401999999999998,0.9367999999999997
8ysh,30,all,0.9416,0.9327999999999999,0.939,0.9363999999999999
8ysh,31,all,0.9431999999999999,0.9333999999999999,0.9396,0.9367999999999997
8ysh,32,all,0.9431999999999999,0.9307999999999998,0.9391999999999999,0.9361999999999999
8ysh,33,all,0.9426000000000002,0.9346,0.9390000000000001,0.9353999999999998
8ysh,34,all,0.9419999999999997,0.9323999999999999,0.9395999999999998,0.9361999999999998
8ysh,35,all,0.9416,0.9318,0.9387999999999999,0.9369999999999997
8ysh,36,all,0.9446000000000001,0.9331999999999999,0.9401999999999999,0.9363999999999999
8ysh,37,all,0.9427999999999999,0.9319999999999999,0.9385999999999999,0.9365999999999999
8ysh,38,all,0.9426000000000001,0.9306,0.9396000000000001,0.9367999999999997
8ysh,39,all,0.9431999999999999,0.9322,0.9389999999999997,0.9369999999999997
8ysh,40,all,0.9436,0.9336,0.9397999999999999,0.9368
8zpb,1,all,0.7392,0.7392,0.7392,0.7392
8zpb,2,all,0.7528,0.7487999999999999,0.7490000000000001,0.7372
8zpb,3,all,0.7615999999999999,0.7515999999999999,0.7519999999999999,0.7439999999999999
8zpb,4,all,0.7644000000000001,0.7544,0.7525999999999999,0.743
8zpb,5,all,0.7676,0.7574000000000001,0.7589999999999999,0.7454000000000001
8zpb,6,all,0.7684000000000001,0.7537999999999999,0.7543999999999998,0.7446
8zpb,7,all,0.7706000000000001,0.7578,0.7606,0.7472
8zpb,8,all,0.7760000000000001,0.7582000000000001,0.7598,0.7547999999999999
8zpb,9,all,0.7752000000000002,0.757,0.7583999999999999,0.7498
8zpb,10,all,0.7760000000000001,0.7576000000000002,0.7628,0.7529999999999998
8zpb,11,all,0.7755999999999997,0.7579999999999998,0.7598,0.7475999999999999
8zpb,12,all,0.7814,0.7591999999999999,0.7613999999999999,0.7583999999999999
8zpb,13,all,0.7828000000000002,0.7624,0.7646000000000001,0.7532000000000001
8zpb,14,all,0.7824000000000001,0.76,0.7646000000000001,0.7582000000000001
8zpb,15,all,0.7836000000000002,0.7637999999999999,0.7645999999999998,0.754
8zpb,16,all,0.7829999999999999,0.7589999999999999,0.7642,0.7508
8zpb,17,all,0.7822,0.7614,0.7664000000000002,0.7536
8zpb,18,all,0.7854000000000001,0.7608000000000001,0.7664000000000002,0.7582
8zpb,19,all,0.7856000000000001,0.7593999999999999,0.7627999999999999,0.7588000000000001
8zpb,20,all,0.7856000000000001,0.7631999999999999,0.7668,0.759
8zpb,21,all,0.787,0.7605999999999998,0.7633999999999999,0.7506
8zpb,22,all,0.7886000000000002,0.7614,0.7656000000000002,0.7555999999999998
8zpb,23,all,0.792,0.7594,0.7654,0.7585999999999999
8zpb,24,all,0.7892,0.7639999999999999,0.7691999999999999,0.755
8zpb,25,all,0.7896000000000001,0.763,0.7646,0.76
8zpb,26,all,0.7936,0.7615999999999999,0.7674000000000001,0.7584000000000001
8zpb,27,all,0.7896000000000001,0.7606,0.7648,0.7561999999999999
8zpb,28,all,0.7902000000000001,0.7606,0.7664,0.7594000000000001
8zpb,29,all,0.7906000000000002,0.7618,0.7664000000000002,0.7564000000000002
8zpb,30,all,0.7912000000000002,0.7620000000000001,0.7678,0.7524
8zpb,31,all,0.7906000000000002,0.7594,0.7654000000000001,0.7556
8zpb,32,all,0.7929999999999999,0.7628,0.7670000000000001,0.7552
8zpb,33,all,0.7928000000000001,0.7596,0.7652000000000001,0.7558000000000001
8zpb,34,all,0.7954000000000001,0.7611999999999999,0.7681999999999999,0.7518
8zpb,35,all,0.7906000000000002,0.7599999999999999,0.7697999999999999,0.754
8zpb,36,all,0.7925999999999999,0.7604000000000001,0.7692,0.7611999999999999
8zpb,37,all,0.7896,0.7620000000000001,0.7686000000000002,0.7528
8zpb,38,all,0.7929999999999999,0.759,0.7672000000000001,0.7525999999999999
8zpb,39,all,0.7948000000000001,0.7608,0.7726000000000002,0.7577999999999999
8zpb,40,all,0.7932000000000001,0.7622,0.7676000000000001,0.7578
9jbq,1,all,0.0852,0.0852,0.0852,0.0852
9jbq,2,all,0.0928,0.078,0.0768,0.0894
9jbq,3,all,0.09359999999999999,0.08199999999999999,0.0762,0.08780000000000002
9jbq,4,all,0.1434,0.09720000000000001,0.0956,0.1388
9jbq,5,all,0.1612,0.10580000000000002,0.0762,0.1554
9jbq,6,all,0.19659999999999997,0.08479999999999999,0.07579999999999999,0.18960000000000002
9jbq,7,all,0.17359999999999995,0.084,0.0808,0.1656
9jbq,8,all,0.17200000000000004,0.095,0.09280000000000001,0.16279999999999997
9jbq,9,all,0.2078,0.10600000000000001,0.09100000000000001,0.19899999999999998
9jbq,10,all,0.18279999999999996,0.095,0.07780000000000001,0.1742
9jbq,11,all,0.24779999999999996,0.095,0.08040000000000001,0.23800000000000002
9jbq,12,all,0.1612,0.0836,0.07440000000000001,0.149
9jbq,13,all,0.22440000000000002,0.0792,0.08380000000000001,0.21459999999999999
9jbq,14,all,0.20159999999999997,0.08340000000000002,0.0774,0.1938
9jbq,15,all,0.3118,0.0814,0.0992,0.3042
9jbq,16,all,0.2916,0.08120000000000001,0.0922,0.28259999999999996
9jbq,17,all,0.2522,0.0956,0.0774,0.24100000000000002
9jbq,18,all,0.22700000000000004,0.083,0.08500000000000002,0.2144
9jbq,19,all,0.27440000000000003,0.08120000000000001,0.077,0.26739999999999997
9jbq,20,all,0.324,0.0832,0.0892,0.3176
9jbq,21,all,0.28540000000000004,0.0814,0.0774,0.2788
9jbq,22,all,0.2754,0.08039999999999999,0.08259999999999999,0.265
9jbq,23,all,0.2958,0.0832,0.0782,0.28800000000000003
9jbq,24,all,0.2914,0.08440000000000002,0.0728,0.28479999999999994
9jbq,25,all,0.30279999999999996,0.094,0.1118,0.2974
9jbq,26,all,0.3358,0.0818,0.09159999999999999,0.32899999999999996
9jbq,27,all,0.315,0.0824,0.0812,0.305
9jbq,28,all,0.29539999999999994,0.0808,0.09879999999999999,0.28459999999999996
9jbq,29,all,0.35839999999999994,0.08299999999999999,0.092,0.3499999999999999
9jbq,30,all,0.2848,0.0814,0.078,0.2742
9jbq,31,all,0.3044,0.08239999999999999,0.08559999999999998,0.2912
9jbq,32,all,0.3128,0.08040000000000001,0.0772,0.30539999999999995
9jbq,33,all,0.3436,0.0832,0.09480000000000001,0.3372
9jbq,34,all,0.3617999999999999,0.081,0.0794,0.3576
9jbq,35,all,0.3406,0.0816,0.0882,0.337
9jbq,36,all,0.36699999999999994,0.08240000000000001,0.07859999999999999,0.36219999999999997
9jbq,37,all,0.35639999999999994,0.08040000000000001,0.08600000000000002,0.35159999999999997
9jbq,38,all,0.3683999999999999,0.0834,0.09359999999999999,0.36019999999999996
9jbq,39,all,0.3558,0.08080000000000002,0.0794,0.34700000000000003
9jbq,40,all,0.396,0.0806,0.0812,0.389
8u3s,1,all,0.01,0.01,0.01,0.01
8u3s,2,all,0.01,0.01,0.01,0.01
8u3s,3,all,0.01,0.01,0.01,0.01
8u3s,4,all,0.01,0.01,0.01,0.01
8u3s,5,all,0.01,0.01,0.01,0.01
8u3s,6,all,0.01,0.01,0.01,0.01
8u3s,7,all,0.01,0.01,0.01,0.01
8u3s,8,all,0.01,0.01,0.01,0.01
8u3s,9,all,0.01,0.01,0.01,0.01
8u3s,10,all,0.01,0.01,0.01,0.01
8u3s,11,all,0.01,0.01,0.01,0.01
8u3s,12,all,0.01,0.01,0.01,0.01
8u3s,13,all,0.01,0.01,0.01,0.01
8u3s,14,all,0.01,0.01,0.01,0.01
8u3s,15,all,0.01,0.01,0.01,0.01
8u3s,16,all,0.01,0.01,0.01,0.01
8u3s,17,all,0.01,0.01,0.01,0.01
8u3s,18,all,0.01,0.01,0.01,0.01
8u3s,19,all,0.01,0.01,0.01,0.01
8u3s,20,all,0.01,0.01,0.01,0.01
8u3s,21,all,0.01,0.01,0.01,0.01
8u3s,22,all,0.01,0.01,0.01,0.01
8u3s,23,all,0.01,0.01,0.01,0.01
8u3s,24,all,0.01,0.01,0.01,0.01
8u3s,25,all,0.01,0.01,0.01,0.01
8u3s,26,all,0.01,0.01,0.01,0.01
8u3s,27,all,0.01,0.01,0.01,0.01
8u3s,28,all,0.01,0.01,0.01,0.01
8u3s,29,all,0.01,0.01,0.01,0.01
8u3s,30,all,0.01,0.01,0.01,0.01
8u3s,31,all,0.01,0.01,0.01,0.01
8u3s,32,all,0.01,0.01,0.01,0.01
8u3s,33,all,0.01,0.01,0.01,0.01
8u3s,34,all,0.01,0.01,0.01,0.01
8u3s,35,all,0.01,0.01,0.01,0.01
8u3s,36,all,0.01,0.01,0.01,0.01
8u3s,37,all,0.01,0.01,0.01,0.01
8u3s,38,all,0.01,0.01,0.01,0.01
8u3s,39,all,0.01,0.01,0.01,0.01
8u3s,40,all,0.01,0.01,0.01,0.01
8z8v,1,all,0.0188,0.0188,0.0188,0.0188
8z8v,2,all,0.020600000000000004,0.0146,0.0124,0.0184
8z8v,3,all,0.03,0.017800000000000003,0.014000000000000002,0.027200000000000002
8z8v,4,all,0.0296,0.0088,0.014000000000000002,0.025200000000000004
8z8v,5,all,0.031400000000000004,0.013600000000000001,0.012800000000000002,0.027200000000000002
8z8v,6,all,0.0384,0.0146,0.015200000000000005,0.035800000000000005
8z8v,7,all,0.0364,0.007400000000000001,0.013400000000000002,0.0342
8z8v,8,all,0.039200000000000006,0.013600000000000001,0.013800000000000002,0.0356
8z8v,9,all,0.0436,0.0124,0.017400000000000002,0.0418
8z8v,10,all,0.0414,0.01,0.011000000000000001,0.0392
8z8v,11,all,0.04239999999999999,0.006999999999999999,0.014199999999999999,0.04
8z8v,12,all,0.048799999999999996,0.008199999999999999,0.017200000000000003,0.046
8z8v,13,all,0.04739999999999999,0.007200000000000001,0.0164,0.045
8z8v,14,all,0.053599999999999995,0.0092,0.013200000000000003,0.052199999999999996
8z8v,15,all,0.0482,0.0078000000000000005,0.013999999999999999,0.0466
8z8v,16,all,0.05019999999999999,0.009600000000000001,0.009600000000000001,0.04839999999999999
8z8v,17,all,0.0536,0.0092,0.016800000000000002,0.0522
8z8v,18,all,0.0516,0.0114,0.0126,0.0504
8z8v,19,all,0.050199999999999995,0.0052000000000000015,0.012400000000000001,0.0484
8z8v,20,all,0.053999999999999986,0.008400000000000001,0.0134,0.051
8z8v,21,all,0.05459999999999999,0.0066,0.0152,0.05199999999999999
8z8v,22,all,0.055,0.0076,0.0132,0.0536
8z8v,23,all,0.056600000000000004,0.0076,0.011200000000000002,0.0552
8z8v,24,all,0.05299999999999999,0.008,0.0102,0.05239999999999998
8z8v,25,all,0.054000000000000006,0.0046,0.012200000000000003,0.05140000000000001
8z8v,26,all,0.056600000000000004,0.0066,0.0106,0.0552
8z8v,27,all,0.05819999999999999,0.0068000000000000005,0.0124,0.05559999999999999
8z8v,28,all,0.056600000000000004,0.0052,0.011000000000000001,0.0546
8z8v,29,all,0.05779999999999998,0.0068000000000000005,0.015,0.05679999999999999
8z8v,30,all,0.0584,0.0034000000000000002,0.0158,0.05579999999999999
8z8v,31,all,0.05779999999999998,0.0024000000000000002,0.012800000000000002,0.0556
8z8v,32,all,0.057,0.0044,0.013000000000000003,0.0532
8z8v,33,all,0.0574,0.0032,0.012999999999999998,0.055600000000000004
8z8v,34,all,0.0572,0.004200000000000001,0.014000000000000002,0.05419999999999999
8z8v,35,all,0.05779999999999999,0.0054,0.015,0.0552
8z8v,36,all,0.05839999999999999,0.0024,0.014600000000000002,0.0556
8z8v,37,all,0.0604,0.0054,0.015600000000000001,0.0576
8z8v,38,all,0.058199999999999995,0.0034000000000000007,0.014000000000000002,0.0552
8z8v,39,all,0.0594,0.0064,0.0138,0.05759999999999999
8z8v,40,all,0.05879999999999999,0.0030000000000000005,0.0076,0.0544
8q6r,1,all,0.13019999999999998,0.13019999999999998,0.13019999999999998,0.13019999999999998
8q6r,2,all,0.2736,0.2682,0.1938,0.2718
8q6r,3,all,0.3510000000000001,0.33980000000000005,0.14600000000000002,0.3500000000000001
8q6r,4,all,0.387,0.3768,0.1216,0.3834
8q6r,5,all,0.441,0.42700000000000005,0.1766,0.43400000000000005
8q6r,6,all,0.456,0.44520000000000004,0.12459999999999999,0.45300000000000007
8q6r,7,all,0.4539999999999999,0.423,0.1288,0.44799999999999995
8q6r,8,all,0.5064,0.49239999999999995,0.15739999999999998,0.5000000000000001
8q6r,9,all,0.5266,0.49920000000000003,0.147,0.5192
8q6r,10,all,0.5914,0.57,0.18580000000000002,0.5833999999999999
8q6r,11,all,0.5908000000000001,0.5584,0.16299999999999998,0.5858
8q6r,12,all,0.5751999999999999,0.5319999999999999,0.17819999999999997,0.5701999999999999
8q6r,13,all,0.5763999999999999,0.5529999999999999,0.15059999999999998,0.5672
8q6r,14,all,0.588,0.5516000000000001,0.1752,0.5851999999999999
8q6r,15,all,0.605,0.5734,0.1582,0.5992000000000001
8q6r,16,all,0.5892000000000001,0.5578,0.1422,0.5854
8q6r,17,all,0.5932,0.5579999999999999,0.16140000000000002,0.5857999999999999
8q6r,18,all,0.6042,0.5613999999999999,0.17739999999999997,0.5962
8q6r,19,all,0.5993999999999999,0.5632,0.12179999999999999,0.5948
8q6r,20,all,0.6154,0.5761999999999999,0.11079999999999998,0.6093999999999999
8q6r,21,all,0.6174000000000001,0.58,0.166,0.608
8q6r,22,all,0.6103999999999999,0.5770000000000001,0.18299999999999997,0.6086
8q6r,23,all,0.622,0.5681999999999999,0.1124,0.6144
8q6r,24,all,0.6215999999999999,0.5806,0.1252,0.6098
8q6r,25,all,0.6225999999999999,0.5871999999999999,0.19920000000000002,0.6192
8q6r,26,all,0.6218,0.5833999999999999,0.11159999999999998,0.612
8q6r,27,all,0.6202,0.5816,0.11100000000000002,0.6112
8q6r,28,all,0.623,0.5826,0.14479999999999998,0.6146
8q6r,29,all,0.623,0.5676000000000001,0.1818,0.6118
8q6r,30,all,0.6227999999999999,0.581,0.1434,0.6128
8q6r,31,all,0.624,0.5710000000000001,0.19879999999999998,0.616
8q6r,32,all,0.6252000000000001,0.5790000000000001,0.19979999999999998,0.618
8q6r,33,all,0.6248,0.5840000000000001,0.1998,0.612
8q6r,34,all,0.6217999999999999,0.5738,0.1352,0.6136
8q6r,35,all,0.6225999999999999,0.5768,0.1184,0.6128
8q6r,36,all,0.6234,0.5676000000000001,0.13140000000000002,0.6138
8q6r,37,all,0.6249999999999999,0.5804,0.19260000000000002,0.6137999999999999
8q6r,38,all,0.6275999999999999,0.5817999999999999,0.1592,0.6154
8q6r,39,all,0.6252,0.5746,0.1016,0.6154
8q6r,40,all,0.6254000000000001,0.5914,0.1318,0.6142000000000001
8q7o,1,all,0.8648,0.8648,0.8648,0.8648
8q7o,2,all,0.8756,0.8672,0.867,0.8726
8q7o,3,all,0.8834000000000001,0.8684000000000001,0.8675999999999999,0.8799999999999999
8q7o,4,all,0.8833999999999999,0.8694,0.8677999999999999,0.8782
8q7o,5,all,0.8934000000000001,0.8628,0.8608,0.8882000000000001
8q7o,6,all,0.902,0.8728,0.8656,0.8966
8q7o,7,all,0.898,0.8732000000000001,0.8644,0.8939999999999999
8q7o,8,all,0.9074000000000001,0.8715999999999998,0.8685999999999998,0.9032000000000001
8q7o,9,all,0.902,0.8712000000000001,0.87,0.8937999999999999
8q7o,10,all,0.8986,0.8717999999999999,0.8661999999999999,0.8896000000000001
8q7o,11,all,0.9118,0.8810000000000001,0.8698,0.9032000000000001
8q7o,12,all,0.9109999999999999,0.873,0.8644,0.9041999999999999
8q7o,13,all,0.9131999999999999,0.87,0.8664000000000001,0.9046000000000001
8q7o,14,all,0.9103999999999999,0.8702,0.8626,0.8981999999999999
8q7o,15,all,0.9086,0.8664000000000001,0.868,0.8968
8q7o,16,all,0.9182000000000001,0.8658000000000001,0.8626,0.9128000000000001
8q7o,17,all,0.9112,0.8676,0.8628000000000001,0.8980000000000001
8q7o,18,all,0.919,0.8752,0.8676,0.9087999999999999
8q7o,19,all,0.9164,0.8702000000000001,0.8639999999999999,0.9050000000000001
8q7o,20,all,0.9238,0.8702000000000001,0.8642,0.9142000000000001
8q7o,21,all,0.9174,0.8738000000000002,0.8603999999999999,0.9053999999999999
8q7o,22,all,0.9201999999999999,0.8749999999999999,0.8661999999999999,0.9141999999999999
8q7o,23,all,0.9201999999999999,0.8814,0.8711999999999999,0.9055999999999998
8q7o,24,all,0.9222000000000001,0.8658,0.8664000000000001,0.9124000000000001
8q7o,25,all,0.9292,0.872,0.8696,0.9194000000000001
8q7o,26,all,0.9258000000000002,0.8702000000000001,0.8654,0.9128000000000001
8q7o,27,all,0.9278000000000002,0.8724,0.8671999999999999,0.9176000000000001
8q7o,28,all,0.924,0.8730000000000001,0.8693999999999998,0.9102000000000001
8q7o,29,all,0.9288,0.8730000000000001,0.867,0.9182000000000002
8q7o,30,all,0.9328,0.8739999999999999,0.8658,0.9225999999999999
8q7o,31,all,0.9346,0.872,0.8684000000000001,0.9277999999999998
8q7o,32,all,0.9302000000000001,0.875,0.8675999999999999,0.9175999999999999
8q7o,33,all,0.9252000000000001,0.8689999999999999,0.8648,0.9174000000000001
8q7o,34,all,0.9336,0.8672,0.8686,0.9292000000000001
8q7o,35,all,0.9352000000000001,0.8762000000000001,0.8667999999999999,0.9282
8q7o,36,all,0.9341999999999999,0.8772,0.871,0.9228000000000001
8q7o,37,all,0.9355999999999999,0.8708,0.8642,0.9291999999999999
8q7o,38,all,0.9328,0.8694,0.8642,0.9272
8q7o,39,all,0.937,0.8727999999999999,0.8656,0.9299999999999998
8q7o,40,all,0.9358000000000001,0.872,0.8665999999999999,0.9306
8tbb,1,all,0.7872000000000001,0.7872000000000001,0.7872000000000001,0.7872000000000001
8tbb,2,all,0.8219999999999998,0.8069999999999999,0.8069999999999999,0.8192
8tbb,3,all,0.8376,0.8081999999999999,0.8148000000000001,0.8336
8tbb,4,all,0.8454,0.8112,0.813,0.8378
8tbb,5,all,0.8539999999999999,0.8072,0.8204,0.8493999999999999
8tbb,6,all,0.8578,0.8170000000000001,0.8258,0.8497999999999999
8tbb,7,all,0.8590000000000001,0.8101999999999999,0.8220000000000001,0.8502
8tbb,8,all,0.8638000000000001,0.8114,0.8216000000000001,0.8550000000000001
8tbb,9,all,0.8605999999999999,0.8119999999999998,0.8244,0.8521999999999998
8tbb,10,all,0.8614,0.8148000000000001,0.826,0.852
8tbb,11,all,0.8672000000000001,0.8054000000000002,0.8198000000000002,0.8578
8tbb,12,all,0.8681999999999997,0.82,0.8304,0.8636
8tbb,13,all,0.8675999999999999,0.8136000000000001,0.8168000000000001,0.8624
8tbb,14,all,0.8704000000000001,0.8089999999999999,0.8184,0.8632
8tbb,15,all,0.8684000000000002,0.8128,0.8186,0.8584
8tbb,16,all,0.8666000000000001,0.8044000000000001,0.8227999999999999,0.8602
8tbb,17,all,0.8724000000000001,0.8044,0.829,0.8645999999999999
8tbb,18,all,0.8714,0.8036,0.8272000000000002,0.8622
8tbb,19,all,0.8737999999999999,0.797,0.8264,0.8647999999999999
8tbb,20,all,0.8748,0.809,0.8220000000000001,0.8662000000000001
8tbb,21,all,0.8752000000000001,0.8074000000000001,0.8320000000000001,0.8664000000000002
8tbb,22,all,0.8736,0.8154,0.8248000000000001,0.8674000000000001
8tbb,23,all,0.8765999999999999,0.809,0.8204,0.868
8tbb,24,all,0.8740000000000001,0.8059999999999999,0.826,0.8640000000000001
8tbb,25,all,0.8783999999999998,0.8014000000000001,0.8242,0.8689999999999999
8tbb,26,all,0.8756,0.8146000000000001,0.8368000000000001,0.8682000000000002
8tbb,27,all,0.875,0.8073999999999999,0.8184,0.8636
8tbb,28,all,0.8766000000000002,0.8172,0.8220000000000001,0.8622000000000001
8tbb,29,all,0.8775999999999999,0.8153999999999999,0.8314000000000001,0.8694000000000003
8tbb,30,all,0.8786,0.8144,0.8367999999999999,0.8705999999999999
8tbb,31,all,0.878,0.8172,0.8320000000000001,0.8676
8tbb,32,all,0.877,0.8232,0.8314,0.8693999999999998
8tbb,33,all,0.878,0.8089999999999999,0.8294000000000001,0.8710000000000001
8tbb,34,all,0.8786000000000002,0.8186,0.8311999999999999,0.8668
8tbb,35,all,0.8804000000000001,0.8114,0.8197999999999999,0.8696
8tbb,36,all,0.879,0.8086000000000001,0.8338000000000001,0.8665999999999999
8tbb,37,all,0.8804000000000001,0.8171999999999998,0.8251999999999999,0.8716000000000002
8tbb,38,all,0.8782000000000001,0.7877999999999998,0.8231999999999999,0.8668
8tbb,39,all,0.8786,0.8123999999999999,0.8254,0.8667999999999999
8tbb,40,all,0.8789999999999999,0.8048000000000001,0.8294,0.866
8tuz,1,all,0.572,0.572,0.572,0.572
8tuz,2,all,0.6315999999999999,0.6005999999999999,0.5972,0.626
8tuz,3,all,0.6316,0.6028,0.6052000000000001,0.6258
8tuz,4,all,0.652,0.6158,0.621,0.647
8tuz,5,all,0.659,0.6,0.5984,0.6496000000000001
8tuz,6,all,0.6798000000000001,0.6296,0.6282000000000001,0.6756
8tuz,7,all,0.6646,0.5964,0.6064,0.6553999999999999
8tuz,8,all,0.6866,0.6154,0.6214,0.6801999999999999
8tuz,9,all,0.6810000000000003,0.6225999999999999,0.627,0.6738000000000001
8tuz,10,all,0.6923999999999999,0.6286,0.634,0.6881999999999999
8tuz,11,all,0.7007999999999999,0.6512,0.6452000000000001,0.695
8tuz,12,all,0.7132,0.6442,0.6537999999999999,0.7097999999999999
8tuz,13,all,0.7176,0.6587999999999999,0.667,0.7122000000000002
8tuz,14,all,0.7125999999999999,0.6472,0.6412,0.7099999999999999
8tuz,15,all,0.7175999999999999,0.6524,0.6374,0.7123999999999999
8tuz,16,all,0.7203999999999999,0.63,0.6365999999999999,0.7143999999999999
8tuz,17,all,0.7138,0.6381999999999999,0.6314,0.7094
8tuz,18,all,0.7249999999999999,0.6504000000000001,0.6626000000000001,0.7182
8tuz,19,all,0.7242000000000002,0.6586,0.6702000000000001,0.7162000000000002
8tuz,20,all,0.7206,0.6374,0.654,0.715
8tuz,21,all,0.72,0.68,0.6524000000000001,0.7158
8tuz,22,all,0.7253999999999999,0.6396,0.6598,0.7198
8tuz,23,all,0.7312000000000001,0.6503999999999999,0.6556000000000001,0.7243999999999999
8tuz,24,all,0.7196000000000001,0.6402,0.6370000000000001,0.7117999999999999
8tuz,25,all,0.7114,0.6322000000000001,0.6370000000000001,0.7006
8tuz,26,all,0.7369999999999999,0.6592,0.6666,0.7312000000000001
8tuz,27,all,0.7298,0.6556000000000001,0.6416,0.727
